,company,country,description,location,review,salary,star,title
2,VMware,Australia,"While some are confused or struggling in the Cloud First world, VMware is surging on record growth across its security, cloud and mobility solutions....",Melbourne VIC,474,None,51.0,New Grad - Associate Systems Engineer
3,Kloud Solutions,Australia,"This specific position is for a Cloud Infrastructure Consultant, consisting of Cloud and Virtualisation technology working with Amazon Web Services, Microsoft...",Melbourne VIC,None,None,None,VIC - Cloud Architect
4,Microsoft,Australia,"Key responsibilities of the Cloud Solution Architect include:. Deep understanding of cloud infrastructure technologies, business drivers, and emerging computing...",Melbourne VIC,3516,None,52.2,Cloud Solution Architect
5,Vlocity,Australia,Salesforce Sales/Service Cloud Consultant. Vlocity is a fast-growing enterprise applications company focused on bringing industry-specific business processes to...,Melbourne VIC,None,None,None,Industry Cloud Architect
6,Amazon Web Services Australia Pty Ltd,Australia,AWS Cloud Foundations. Delivery - Engagements include short on-site projects proving the use of AWS services to support new distributed computing solutions that...,Melbourne VIC,18339,None,43.2,AWS Cloud Architect
7,DELL,Australia,"Working knowledge of cloud models including virtualization, converged infrastructure, and public offerings is a plus....",Melbourne VIC,5905,None,51.0,Associates Systems Engineer II
8,Melbourne IT,Australia,Thorough understanding of Cloud Computing:. We are looking for an experienced Cloud Architect to work across various clients to deliver scalable Cloud based...,Melbourne VIC,2,None,30.0,Azure Cloud Architect - Join Australia's Leading Digital Service Provider
9,Melbourne IT Group,Australia,Thorough understanding of Cloud Computing:. We are looking for an experienced Cloud Architect to work across various clients to deliver scalable Cloud based...,Melbourne VIC,None,None,None,Azure Cloud Architect - Join Australia's Leading Digital Service Provider
0,REA Group,Australia,"We ship early and often, and leverage cloud infrastructure like AWS with almost everything we build. Work with the team to maintain and uplift our existing...",Melbourne VIC,None,None,None,Senior Systems Engineer
1,realestate.com.au,Australia,"We ship early and often, and leverage cloud infrastructure like AWS with almost everything we build. Work with the team to maintain and uplift our existing...",Melbourne VIC,2,None,60.0,Senior Systems Engineer
2,Avanade,Australia,"Broad knowledge of technical architecture for SAP workloads n the cloud, with experience in hybrid or public cloud infrastructure....",Melbourne VIC,118,None,43.8,Cloud Solution Architect (SAP on Azure)
3,Palo Alto,Australia,"Experience with, or knowledge of, modern datacenter and cloud infrastructure and technology. You and your sales partner own the customer relationship and your...",Melbourne VIC,None,None,None,Systems Engineer
4,Palo Alto Networks,Australia,"Experience with, or knowledge of, modern datacenter and cloud infrastructure and technology. You and your sales partner own the customer relationship and your...",Melbourne VIC,30,None,44.4,Systems Engineer
5,UXC Oxygen,Australia,"Business Cloud Architect. We have a new opportunity to join Oxygen as Business Cloud Architect, where you will lead a specialist Cloud Delivery team focusing on...",Melbourne VIC,3,None,43.2,Business Cloud Architect
6,BAE Systems Applied Intelligence,Australia,"Detailed knowledge of infrastructure scripting languages to create automated infrastructure implementations on physical, virtual and cloud platforms....",Melbourne VIC,34,None,43.2,DevOps Engineer
7,Ericsson,Australia,"Cloud experience is a bonus (NFV, AWS, Azure, XaaS). Deliver support to regional projects in the IT & Cloud domain....",Melbourne VIC,4110,None,51.6,DevOps Engineer | SysAdmin | Linux
8,OVH,Australia,"As a member of the newly created OVH APAC team (based in Melbourne), OVH is looking for a Solution Architect - Cloud Evangelist with significant experience in...",Melbourne VIC,None,None,None,Solution Architect (M/F)
9,Slater & Gordon,Australia,6-8 years’ experience supporting and provisioning enterprise grade storage and virtualization systems Bachelor’s degree in Information Technology or similar...,Melbourne VIC,7,None,29.4,Senior Systems Administrator
0,Google,Australia,The Google Cloud Professional Services Team is responsible for delivering Google’s most strategic clients’ cloud initiatives from inception to production....,Melbourne VIC,1790,None,52.8,"Strategic Cloud Engineer, Google Professional Services"
1,Vlocity,Australia,Vlocity is a fast-growing enterprise applications company focused on bringing industry-specific business processes to the cloud....,Melbourne VIC,None,None,None,Technical Architect
2,Genesys,Australia,Successful completion of the Cloud Services Change Request Process. Position to obtain the Cloud Services Change Request Process certification....,Melbourne VIC,70,None,42.6,Associate Technical Support Engineer
3,Wipro LTD,Australia,"Mandatory Skills: BSS - Business Support System Job Description: Excellent communication skill Have excellent knowledge on Telecom domain, specially OSS ?...",Melbourne VIC,8657,None,43.8,Domain Architect - Telecom BSS
4,Sportsbet.com.au,Australia,You will use your experience to both influence direction and coach our Architecture capability as we shift our platforms and capabilities to Cloud based...,Melbourne VIC,2,None,30.0,Solution Architect
5,Unisys,Australia,"Experience in the design, development and deployment of public cloud network solutions, such as AWS or Google Cloud....",Melbourne VIC,1539,None,43.8,Cisco Network Architect
6,Vlocity,Australia,Vlocity is a fast-growing enterprise applications company focused on bringing industry-specific business processes to the cloud....,Melbourne VIC,None,None,None,CPQ & Product Model Architect
7,"Department of Environment, Land, Water and Plannin...",Australia,Minimum of two years working with cloud services environment provided by either Amazon Web Services or Azure. The IT Infrastructure Engineer will be responsible...,Melbourne VIC,None,"$92,253 - $111,619 a year",None,IT Infrastructure Engineer
8,Zscaler,Australia,"With its multi-tenant, distributed cloud security platform, Zscaler effectively moves security into the internet backbone, operating in more than 100 data...",Melbourne VIC,10,None,52.2,Solutions Architect - Sydney or Melbourne
9,Mimecast,Australia,"Mimecast is a global leader in unified email management, offering cloud services for email security, continuity and archiving in a huge state of growth and...",Melbourne VIC,5,None,41.4,IT Support
0,ITL Australia,Australia,Experience in designing marketing solution using IBM and or Adobe technologies on cloud. 5+ years of relevant experience in solution architecture and delivery...,Melbourne VIC,None,None,None,Technology Architect
1,Microsoft,Australia,"10+ years of related experience in technology solutions/practice development, Cloud / Infrastructure technologies....",Melbourne VIC,3516,None,52.2,Partner Technical Architect - Voice
2,Zendesk,Australia,"Solid understanding of Enterprise Cloud Solutions. Experience with various architectures (Web, Enterprise, Cloud, Integration) and methodologies....",Melbourne VIC,17,None,52.2,Solution Architect
3,IBM,Australia,"Familiarity with the use of cloud computing platforms. You will learn to deploy, manage and support IT infrastructure both locally on premise and in the cloud....",Melbourne VIC,18085,None,51.0,2018 IBM Research – Australia: IT Internship (Melbourne)
4,EY,Australia,"Functional knowledge of leading local and global HR enterprise cloud technology solutions, including outsourcing solutions in the marketplace....",Melbourne VIC,3893,None,51.0,"Senior Consultants/Managers - HR Systems, People Advisory Services"
5,Salesforce,Australia,About Salesforce Marketing Cloud. Technical aptitude in support of learning Salesforce Marketing Cloud application and solutions....,Melbourne VIC,270,None,52.8,Technical Support Analyst (Tier 2)
6,Australian Broadcasting Corporation (ABC),Australia,Familiarity with a wide range of codecs and the Creative Cloud suite of products. ABC Television is looking for an Editing Assistant to work on the new series...,Melbourne VIC,12,"$64,000 - $71,000 a year",51.6,"Edit Assistant, Gardening Australia"
7,Amazon Web Services Australia Pty Ltd,Australia,Would you like to do this using the latest cloud computing technologies? Do you like helping customers solve technical problems?...,Melbourne VIC,18339,None,43.2,"Associate Solutions Architect - Amazon Web Services, Melbourne"
8,Microsoft,Australia,Consistent record of building deep technical relationships with senior executives and helping to build innovative cloud solutions in large or highly strategic...,Melbourne VIC,3516,None,52.2,Solution Architect – Application Solution Architecture
9,Kloud Solutions,Australia,Opportunity to work alongside like-minded technical cloud experts. A strong desire to learn more about Cloud platforms and technologies....,Melbourne VIC,None,None,None,VIC - Cloud Engineer
0,Base2 Services,Australia,"Experience with using cloud infrastructure automation tools, ie:. With the use of automation, you will be responsible for the development and delivery of cloud...",Melbourne VIC,None,None,None,Cloud Engineer
1,Melbourne IT Group,Australia,"The Cloud Practice brings automation, infrastructure as code and DevOps culture to customers solutions. Reporting to the Cloud Delivery Lead, you will work...",Melbourne VIC,None,None,None,Cloud Engineer
2,Melbourne IT Group,Australia,"Be Cloud Aware. Reporting to the Cloud Delivery Lead, you will play a key role in the Cloud Solutions Practice working directly with our customers to solve...",Melbourne VIC,None,None,None,Cloud Engineer (Azure)
3,Coles,Australia,"Proven capabilities in Cloud trends and technologies. Cloud, x86 hardware, enterprise scale virtualisation, UNIX, Linux, Windows Server, AIX and knowledge of...",Hawthorn East VIC,1512,None,44.4,Domain Architect
4,Vlocity,Australia,"In the cloud, presentation is definitely king. Vlocity is a fast-growing enterprise applications company focused on bringing industry-specific business...",Melbourne VIC,None,None,None,Digital UX Architect
5,AGL Energy,Australia,"Experience in creating multi-channel architectures e.g. SMAC stack (Social, Mobile, Analytics, Cloud). Exposure to designing full stack mobile and web products...",Melbourne City Centre VIC,44,None,44.4,Digital Solution Architect - Mobile
6,Moose,Australia,"Knowledge of enterprise software including cloud based applications. Manage, implement and provide ongoing support of Information Systems and projects, helping...",Melbourne VIC,4,None,39.0,Information Systems Administrator
7,Moose Toys,Australia,"Knowledge of enterprise software including cloud based applications. Manage, implement and provide ongoing support of Information Systems and projects, helping...",Melbourne VIC,None,None,None,Information Systems Administrator
8,Ekulus,Australia,"Provide expertise in core set of Oracle CX Cloud products and solutions. As an Oracle CX Cloud Lead you will be working closely with our practice manager, the...",South Melbourne VIC,None,None,None,Senior Oracle CX Cloud Consultant
9,Accenture,Australia,"Extensive experience in designing, developing, and deploying highly scalable Platform as a Service (PaaS) solutions in cloud, on-premises, and hybrid...",Melbourne VIC,11394,None,51.0,J2C Cloud Architect
0,Spotless,Australia,"From 27” pen-tablet graphical interfaces, to Reality Captured Point Clouds & BIM to Field technologies – we truly pride ourselves on our innovative & solution...",Melbourne VIC,416,None,43.8,Draftsperson
1,Vlocity,Australia,"Technical proficiency with salesforce (service cloud and force.com including APEX, VisualForce). Good understanding of modern systems architecture including on...",Melbourne VIC,None,None,None,Solution Consultant
2,IBM,Australia,Domain strong expertise in data storage and cloud data solution design. Ability to lead cross-brand technical teams to deliver hybrid cloud data solutions (on...,Melbourne VIC,18085,None,51.0,Cognitive Systems Technical Specialist - Enterprise Storage
3,Ambulance Victoria,Australia,"You will possess strong technical knowledge of Microsoft and Oracle on premise and cloud technology stacks, contemporary application architectures with...",Melbourne VIC,9,None,43.2,Application Support Analyst
4,Optus,Australia,"Ensyst is now a key pillar in the Optus Cloud strategy, specifically in relation to the strategic Microsoft investments of the Optus Managed Cloud – Microsoft....",Melbourne VIC,117,None,44.4,Level 2 Support Analyst
5,Ericsson,Australia,"Proven Cloud, IP, Unix/Linux, Packet experience. Up to date knowledge of standards in cloud. Providing technical and business leadership in cloud technology (i...",Melbourne VIC,4110,None,51.6,Senior Solution Architect | Cloud
6,Robert Walters,Australia,Experience with configuration and management of virtual and cloud environments. Highly innovative and forward thinking technology company with business across...,Mount Waverley VIC,33,None,43.8,Devops Engineer - the 'Internet of Things'
7,NAB - National Australia Bank,Australia,"Experience with cloud services including open source technology, software development, system engineering, scripting languages and multiple cloud provider...",Melbourne VIC,229,None,43.8,Cloud Security Engineer | Multiple positions available
8,Avanade,Australia,"Avanade Australia seeks talented, passionate, graduates with a blend of experience and skillsets to help design and build the data science, machine learning,...",Melbourne VIC,118,None,43.8,"Graduate, Data Scientist"
9,IBM,Australia,"In this new era of Cognitive Business, IBM is helping to reshape industries by bringing together our expertise in Cloud, Analytics, Security, Mobile, and the...",Melbourne VIC,18085,None,51.0,Technical Specialist - Hybrid Cloud Platform
0,Microsoft,Australia,"10+ years of related experience in technology solutons/practice development, Cloud / Infrastructure technologies.... read more",Melbourne VIC,3516,None,52.2,Partner Technical Architect Business Applications
1,NAB - National Australia Bank,Australia,Knowledge of programming languages that support the .NET framework and the SharePoint on premise and cloud platforms.... read more,Melbourne VIC,229,None,43.8,"Analyst, Support"
2,NAB - National Australia Bank,Australia,You will have a background across a variety of technology platforms and an understanding of cloud technologies.... read more,Melbourne VIC,229,None,43.8,"Environment Analyst, Support"
3,AMP Limited,Australia,"NET, ASP.NET, AWS and associated cloud technologies, SQL server, application orchestration, RDS, networking, FS load balancer. AMP values career development.... read more",Melbourne VIC,142,None,51.0,Platform Engineer
4,NAB - National Australia Bank,Australia,Working with both enterprise assets/systems as well as cloud based solutions/components. Technical Development Lead.... read more,Melbourne VIC,229,None,43.8,Technical Development Lead
5,Vlocity,Australia,Vlocity is a fast-growing enterprise applications company focused on bringing industry-specific business processes to the cloud.... read more,Melbourne VIC,None,None,None,Customer Support Engineer
6,Mimecast,Australia,We built a platform from scratch that uses cloud computing to deliver email management. Our About Mimecast.... read more,Melbourne VIC,5,None,41.4,Customer Support Engineer
7,Robert Walters,Australia,Experience with configuration and management of virtual and cloud environments. Highly innovative and forward thinking technology company with business across... read more,Mount Waverley VIC,33,None,43.8,Devops Engineer - the 'Internet of Things'
8,ThoughtWorks,Australia,"Understand the hosting requirements for a modern software stack including security, cloud architectures, containers, networks and platforms.... read more",Melbourne VIC,50,None,52.8,Technical Lead Consultant
9,IBM,Australia,"Familiarity with the use of cloud computing platforms, including container technology such as Docker. You will learn to develop, deploy, and manage software... read more",Melbourne VIC,18085,None,51.0,IBM Research Australia Healthcare & Life Sciences Intern Melb
0,ForgeRock,Australia,"Familiarity with Java or Javascript, cloud, networking, web technologies and other tools is a plus. Sales | APJ Region, Melbourne....",Melbourne VIC,None,None,None,Customer Engineer
1,"Red Hat, Inc.",Australia,"We offer cloud, Linux, middleware, storage, and virtualization technologies, together with award-winning global customer support, consulting, and implementation...",Melbourne VIC,127,None,51.0,Senior DevOps Middleware Consultant
2,Avanade,Australia,"About the role The Graduate, Analytics team provides leadership and vision for developing and implementing data analytics and modeling strategies. It provides...",Melbourne VIC,118,None,43.8,"Graduate, Analytics"
3,Sportsbet.com.au,Australia,You will be part of the team that are undertaking a major transformation of our infrastructure capability as we shift our platforms and capabilities to Cloud...,Melbourne VIC,2,None,30.0,Support Operations Officer
4,IBM,Australia,"In-depth IT Architecture skills specialising in cloud, integration and security. In this new era of Cognitive Business, IBM is helping to reshape industries by...",Melbourne VIC,18085,None,51.0,Cognitive Enterprise Automation Solutions Lead
5,Pitcher Partners,Australia,"Cloud accounting software experience such as Xero, MYOB, Intuit and Quickbooks is highly regarded, as is exposure to add-on software such as POS, E Commerce and...",Melbourne VIC,None,None,None,Bookkeeper
6,IBM,Australia,"In this new era of Cognitive Business, IBM is helping to reshape industries by bringing together our expertise in Cloud, Analytics, Security, Mobile, and the...",Melbourne VIC,18085,None,51.0,Agile ScrumMaster
7,ZACK Group,Australia,"Demonstrated experienced hosting/migrating/integrating enterprise solutions on cloud technologies (preferably Azure, however other cloud experience acceptable)....",Melbourne VIC,8,"$150,000 - $170,000 a year",54.0,Solution Architect - Global IT Software Vendor
8,carsales.com.au,Australia,"Experience utilising cloud technologies such as Microsoft Azure, Akamai. ASX Listed Top 100....",Melbourne VIC,None,None,None,Development Operations Engineer
9,Glasshouse Technologies,Australia,"Execute a proven cloud roadmap including migrations to the cloud. Cloud Migrations – including experience with private, hybrid or public cloud technology....",Melbourne VIC,4,None,39.0,Cloud Subject Matter Expert
0,Kogan,Australia,Tech savvy and ability to use various IT and cloud based tools to improve efficiency and productivity. About The Company....,Melbourne VIC,None,None,None,Import / Sourcing Team Assistant - Exclusive Brands
1,Thermo Fisher Scientific,Australia,Experience in AWS / Azure Cloud Computing an advantage. This is a great opportunity for an experienced manager with strong technical skills in the IT space and...,Scoresby VIC,None,None,None,IT Operations Lead
2,Servian,Australia,"Cloud & Technology - Cloud Services (AWS, Azure, Google Cloud Platform). Join one of Australia's leading technology professional services firm....",Melbourne VIC,None,None,None,Software Engineer
3,Robert Walters,Australia,Assist in the delivery of IT operational and strategic projects for example Infrastructure refresh and cloud implementation....,Melbourne City Centre VIC,None,None,None,Systems Engineer
4,ViaSat,Australia,"The ideal candidate will have meticulous attention to detail, and will possess a strong background managing and troubleshooting both hardware and software...",Melbourne VIC,None,None,None,Service Management Engineer - Australian Airline Support Operations
5,Torii,Australia,Cloud computing technologies (Azure preferred but not essential). A large enterprise client is looking for 6 Senior DevOps Engineers to join their team to be...,Melbourne City Centre VIC,None,"$800 - $1,000 a day",None,Senior DevOps Engineer (6 Month Contracts)
6,Aimia,Australia,"Experience with CRM Platforms (Silverpop, Unica, Salesforce Marketing Cloud or equivalent). Focus of the role....",Docklands VIC,None,None,None,Senior Insights Analyst
7,NetApp,Australia,"Job Summary Technology Consultant: Primarily responsible for the identification/development of technology solutions for clients using company products,...",Melbourne VIC,None,None,None,Cloud Services BDM
8,Deloitte,Australia,"DBA skills), basics of cloud computing, batch scripting and mathematical programming. Are you interested in leveraging a range of analytical tools to turn data...",Melbourne VIC,None,None,None,Analytics Consultant
9,Microsoft,Australia,"Experience with protecting on-prem and cloud based identities, as well as document management and protection (required)....",Melbourne VIC,None,None,None,Techology Solutions Professional
0,Amazon Web Services Australia Pty Ltd,Australia,"As a member of the Amazon Web Services Enterprise Support team, you will be at the forefront of Cloud technologies....",Melbourne VIC,18339,None,43.2,Technical Consultant (TAM)
1,Optus,Australia,Solid Cloud and Hypervisor knowledge (Hyper-V and management suite of tools). We are currently seeking a Technical Specialist – Cloud & Data Centre to take...,Melbourne VIC,117,None,44.4,Technical Specialist - Cloud & Data Centre
2,ForgeRock,Australia,Senior Technical Consultant - APAC Melbourne About the company: ForgeRock® isn’t your typical high tech company and aren’t looking for typical people. We...,Melbourne VIC,None,None,None,Technical Consultant
3,Dialog Information Technology,Australia,"Deep understanding of Salesforce product suites such as Salesforce1, Sales Cloud, Service Cloud, App Cloud communities and AppExchange Solutions....",Melbourne VIC,2,None,60.0,Salesforce Developer
4,Nintex,Australia,Azure cloud platform. We are on the hunt for the next superstar to join one of our engineering teams who happen to work on our seriously cool cloud platform!...,Melbourne VIC,5,None,42.6,Developer - Node.js
5,NAB - National Australia Bank,Australia,Exposure to cloud technologies would be an advantage – AWS/Azure/Google Cloud. Flexible and enthusiastic with a broad technology focus....,Melbourne VIC,229,None,43.8,"Junior Analyst, Programmer"
8,AGL Energy,Australia,"Digital Technology and cloud capability are enabling the creation of faster, more flexible and personalised experiences. About the Role....",Melbourne City Centre VIC,44,None,44.4,Go to Market Portfolio Lead
0,Oracle,Australia,"Private Cloud Appliance. Is a cost-effective solution for rapid cloud deployment and utilizes. Private Cloud Appliance, Oracle Linux and Oracle VM to customers....",Melbourne VIC,3083,None,44.4,Technical Analyst 4-Support
1,Suncorp Group,Australia,"Ability to create, maintain and manage test infrastructure utilising Cloud and DevOps technologies (e.g., Jenkins, Ansible, AWS, etc.). Permanent Full Time....",Melbourne VIC,90,None,51.0,Testers & Test Leads- Digital Technology
2,Tigerspike,Australia,"Cloud Formation, Cloudwatch, IAM. Cloud computing experience with AWS, including:. Managing and scaling AWS cloud infrastructure and application stack;...",Melbourne VIC,5,None,40.2,Technical Operations Engineer
3,Envato,Australia,"(View All Jobs) ( https://envato.com/careers/ ) ( http://www.envato.com/careers/open-jobs ) * Join our thriving global, online business * Work in an...",Melbourne VIC,5,None,53.4,Development Operations Engineer - Elements
4,The Walter and Eliza Hall Institute of Medical Res...,Australia,Cloud computing for data analysis is becoming more accepted as the demands for a more flexible high performance computing (HPC) environment that is scalable are...,Melbourne VIC,None,None,None,IT Graduate Engineer
5,Melbourne IT Group,Australia,"We are AWS' Premier Cloud Partner, a Microsoft Azure Partner, and Australia's preeminent IoS and Android development partner....",Melbourne VIC,None,None,None,Technical Consultant - Managed Services
6,Microsoft,Australia,"Experience in selling or working knowledge of competitive selling against Salesforce.com / Service Cloud, Oracle CRM, Oracle RightNow Technologies, Microsoft...",Melbourne VIC,3516,None,52.2,Strategic Business Value Lead
7,Xero,Australia,Are you Passionate about Technology? Do you take pride in your work? Do you enjoy working in cross-functional teams? About Xero Here at Xero we are all about...,Melbourne VIC,27,None,55.2,Developer
8,PwC,Australia,"Supplier and Cloud Security NIST 800-261. Manager, Digital Trust - Data Governance....",Melbourne VIC,4494,None,51.0,"Manager, Digital Trust - Data Governance"
9,AGL Energy,Australia,"Digital Technology and cloud capability are enabling the creation of faster, more flexible and personalised experiences. About the Role....",Melbourne City Centre VIC,44,None,44.4,Go to Market Delivery Lead
1,Bupa Australia,Australia,As an integral part of the Network Hosting Team the Senior Network Hosting Engineer will provide technical support to ensure the provision and operation of...,Melbourne VIC,888,None,41.4,Senior Network Hosting Engineer
5,Sportsbet.com.au,Australia,"You will be recruiting roles across our Agile Feature teams (BA’s, UX, QA, Dev) and Infrastructure roles to assist a major transformation of our infrastructure...",Melbourne VIC,2,None,30.0,Talent Acquisition Consultant- 6 Month Fixed Term
6,Kloud Solutions,Australia,"Experience with Azure AD Connect and cloud identity integration. This specific position is for an Identity Management Consultant, with a passion for Cloud...",Melbourne VIC,None,None,None,VIC - Identity Consultant
7,Brotherhood of St Laurence,Australia,"Demonstrated understanding of software development, software integration, data and process modelling and database design as well as an understanding of current...",Fitzroy VIC,7,"$70,000 - $75,000 a year",44.4,Business Analyst
8,NAB - National Australia Bank,Australia,"Experience in cloud deployment and management (especially AWS). So if you’re passionate about programming, automation and cloud technology, you’re exactly the...",Melbourne VIC,229,None,43.8,"Senior Consultant, DevOps"
0,Tricab,Australia,"Good understanding of Active directory, Microsoft Office/365 administration, WiFi, VPN, Networks and cloud technology....",Port Melbourne VIC,None,None,None,IT Helpdesk Technician
1,David Jones,Australia,Build audiences in audience builder Salesforce Marketing Cloud. Build creative in email studio in Salesforce Marketing Cloud....,Melbourne VIC,121,None,44.4,Campaign Coordinator Opportunities
2,St Francis Xavier College,Australia,It resides on servers of third party cloud service providers situated outside. Page 1 of 2....,Berwick VIC,None,None,None,SFX-Job-Applicant-Collection-Notice
3,IBM,Australia,"In this new era of Cognitive Business, IBM is helping to reshape industries by bringing together our expertise in Cloud, Analytics, Security, Mobile, and the...",Melbourne VIC,18085,None,51.0,Cognitive Enterprise Lead Automation Developer
4,Ambition,Australia,".Net Developer (API) About the role My client are leaders in the Utilities industry. They are seeking an experienced developer responsible for the coding,...",Melbourne VIC,7,$700 - $800 a day,51.0,.Net Developer API
5,Kogan,Australia,Tech savvy and ability to use various IT and cloud based tools to improve efficiency and productivity. About The Company....,Melbourne VIC,None,None,None,Junior Category Manager - Exclusive Brands
6,ViaSat,Australia,"Technical background in Networking, Wireless, or cloud computing. ViaSat is a leader in providing practical solutions for difficult communications problems....",Melbourne VIC,87,None,43.2,Technical Support Manager
7,NAB - National Australia Bank,Australia,They’re the people responsible for the Governance of our Cloud service providers and the on-boarding of new platforms into the cloud....,Melbourne VIC,229,None,43.8,Consultant
8,ITL Australia,Australia,"About Us Infosys is a global leader in consulting, technology, outsourcing and next-generation services. We enable clients, in more than 50 countries, to...",Melbourne VIC,None,None,None,Consultant
9,Kloud Solutions,Australia,"We are extremely fortunate to have some of the best technical cloud experts in the country, driven by their passion for cloud services....",Melbourne VIC,None,None,None,VIC - Development Consultant
0,Amazon Web Services Australia Pty Ltd,Australia,Experience with cloud computing programs of work. Establishing shared IT service centers for Cloud operations....,Melbourne VIC,18339,None,43.2,Cloud Executive Advisory (IT Transformation)
1,Myer,Australia,"Data migration (primarily on-prem to cloud). And cloud analytics would be an advantage (AWS, GCP, Azure, Bluemix)....",Docklands VIC,178,None,51.0,Data Architect
2,Appirio,Australia,"Sales Cloud or Service Cloud certification is preferred. Appirio, a Wipro Company helps customers create next-generation Worker and Customer Experiences using...",Melbourne VIC,7,None,51.0,Salesforce Strategy Managing Consultant - Australia
3,SAP,Australia,SAP HANA Enterprise Cloud is an integral part of the overall SAP Cloud Portfolio that also includes powerful public cloud applications....,Melbourne VIC,897,None,52.8,Senior Specialist - Cloud Architect
4,Workday,Australia,Workday is a leading provider of enterprise cloud applications for finance and human resources. Join our team and experience Workday!...,Melbourne VIC,30,None,51.0,Workplace Coordinator
5,Paxus,Australia,You will make this position your own and shape the way that my client implements and services the cloud. Due to rapid growth and the dramatic adoption of their...,Melbourne VIC,None,None,None,Devops Engineer
6,Evolution Recruitment Solutions,Australia,Excellent understanding of Cloud best practices. The Senior DevOps Engineer requires a high level of technical aptitude to ensure the cloud strategy is...,Melbourne VIC,2,None,51.0,DevOps Engineer
7,Kogan,Australia,"React, Webpack, Javascript, Redux, Flux, Developer, Engineer, Web Design, Python, Django, Backbone, Angular JS, Ember JS, Redis, Postgresql, Celery, RabbitMQ,...",Melbourne VIC,None,None,None,Full Stack Engineer / Web Developer
8,90 Seconds,Australia,"90 Seconds is the world’s leading cloud video production platform, allowing brands to purchase, plan, shoot, edit and review video anywhere in the world, online...",Melbourne VIC,None,None,None,Video Production - Live Operations
9,Ambition,Australia,Have driven Automation and a focus on Cloud in an enterprise environment. Successful ASX listed global leader in networks and cloud connectivity with a Brisbane...,Melbourne City Centre VIC,7,None,51.0,DevOps Engineer
0,Microsoft,Australia,Microsoft’s Cloud Infrastructure and Operations (MCIO) is the engine that powers our cloud services. Business Function Overview:....,Melbourne VIC,3516,None,52.2,Data Center Technician
5,Avocado Consulting,Australia,"8+ years’ experience, with expertise in a range of software and infrastructure technologies within the cloud space such as:....",Melbourne VIC,None,None,None,DevOps Consultant (Splunk) – 2245
7,Paxus,Australia,"Have you got experience with Amazon Cloud infrastructure? Able to define an ICT analytic platform inclusive of hardware, software, security, data flow in Amazon...",Melbourne VIC,None,None,None,Solutions Architect
0,Amazon Web Services Australia Pty Ltd,Australia,"Posses the technical ability to explain (not implement) Cloud Computing, infrastructure solutions (Server, Storage, DC Services) & Internet architectures...",Melbourne VIC,18339,None,43.2,Enterprise Sales Manager
1,Department of Health and Human Services,Australia,"Number of vacancies available: 1 Office Location(s): 50 Lonsdale Street, Melbourne Position Summary: Project Manager - REDITS The Project Manager - REDITS...",Melbourne VIC,96,"$92,253 - $111,619 a year",51.6,"Project Manager- REDITS, Sector Enabling Platforms"
2,Deakin University,Australia,"Work collaboratively, develop strong relationships with relevant staff and stakeholders to deliver innovative and strategic cloud, and located learning...",Melbourne VIC,45,"$109,858 - $116,439 a year",52.8,Project Manager - Cloud First Courses
3,HERE,Australia,"We combine highly accurate and fresh maps with cloud technology to enable rich, real-time location experiences in a broad range of connected devices – from...",Melbourne VIC,120,None,44.4,Pre-Sales Manager Enterprise IoT
4,Pitcher Partners,Australia,Developing cloud integration product offerings including process mapping and implementations. Is your cloud systems knowledge underutilised in your current role...,Melbourne VIC,None,None,None,Cloud Integration Specialist
5,TCS,Australia,"We are looking to hire an experienced Hadoop Administrator for a fantastic opportunity at TCS Melbourne, Australia. Experience: 5+years Skills: > Hadoop...",Melbourne VIC,11419,None,51.0,Hadoop Administrator
6,Salesforce,Australia,"LI-Y SAAS, Cloud, PRESALES, Pre-Sales, ""Pre Sales"", Solution, Architecture. We pioneered the shift to cloud computing, and today we’re delivering the next...",Melbourne VIC,270,None,52.8,Senior Solution Engineer
7,Avanade,Australia,"Avanade Australia is growing its user experience (UX) team, and we’re looking for user interface developers to join us! We’re part of a global capability of...",Melbourne VIC,118,None,43.8,User Interface Developer - Melbourne
8,Avanade,Australia,"Avanade is the leading provider of innovative digital and cloud services, business solutions and design-led experiences delivered through the power of people...",Melbourne VIC,118,None,43.8,RPA Developer
9,Mavenlink,Australia,"About the Role Strategy consulting and systems implementation work today require the ability to see how business, technology, and operations intersect. Work...",Richmond VIC,3,None,31.2,Consultant
3,Palo Alto,Australia,Palo Alto Networks® is the fastest-growing security company in history. We offer the chance to be part of an important mission: ending breaches and protecting...,Melbourne VIC,None,None,None,"Solutions Specialist, ANZ"
5,Microsoft,Australia,Microsoft’s Cloud Infrastructure and Operations (MCIO) is the engine that powers our cloud services. Business Function Overview:....,Melbourne VIC,3516,None,52.2,Senior Data Center Technician
6,AGL Energy,Australia,"Azure – PaaS solutions (Web applications, Cloud services, WebJobs). About the role....",Melbourne City Centre VIC,44,None,44.4,Digital Developer- API
7,Mimecast,Australia,"Core IT technologies including Windows and Linux OS, VMs, Databases and Cloud services (AWS, Azure). The Mimecast Messaging Security Team is a specialist team...",Melbourne VIC,5,None,41.4,Level 1 Messaging Security Analyst
