,company,country,description,location,review,salary,star,title
9,AIA,Singapore,"Deputy Manager, Customer Intelligence (Consumer Marketing). Design and develop management reports/information required to meet key business objectives....",Singapore,2,None,60.0,"Deputy Manager, Customer Intelligence (Consumer Marketing)"
10,Orison QEHS LLP,Singapore,"Market intelligence support including assistance in generating industry updates; Develop new business and account through tele-sales, marketing and networking...",Ubi,None,None,None,Sales and Marketing Consultant
12,Citi,Singapore,"Broad knowledge of business processes including business operations, information technology, security, fraud investigations, and intelligence production....",Central Singapore,11065,None,44.4,GF - Information Security Analyst (Core Team – Forensics)
3,HeadHunt,Singapore,"Proactively gather market intelligence on business opportunities, bring in new prospect relationships, and engage with prospects and consultants in Hong Kong....",Singapore,None,None,None,"Senior Associate, Institutional (Singapore & Hong Kong) - Dimensional"
4,Chris Consulting Pte Ltd,Singapore,Enhance business intelligence tools across the company to create richer data driven insights. Drive business growth through insights generated from advanced...,Singapore,None,None,None,Director – Analytics & Business Intelligence
5,NVIDIA,Singapore,Be an industry thought leader on integrating NVIDIA technology into DLA architectures to support Artificial Intelligence applications....,Singapore,139,None,52.2,Solutions Architect - Deep learning
6,6Estates Pte Ltd,Singapore,"Major in Marketing, Market Research, Communication, Business Administration, Statistics or related fields....",Singapore,None,"$1,000 a month",None,Consumer & Market Insights (CMI) Intern
8,Michael Page,Singapore,"Business Services Location:. Reporting directly to the Chief Operating Officer ('COO') , the Head of Analytics delivers insights and local knowledge based on...",Singapore,157,None,42.0,Global Head of Analytics - B2B Consulting
9,Amadeus,Singapore,The aim of this new unit is to provide Travel Intelligence Services which revolutionize the travel industry and enable customers to make their business more...,Singapore,113,None,51.0,Travel Intelligence - Solution Manager
10,T & S Quantum,Singapore,"(Informatica, Tableau, Alteryx, Microsoft Business Intelligence…). 5+ years of experience working with business stakeholders as data analyst....",Singapore,None,None,None,Senior Data & Reporting Project Manager
12,Manpower Staffing Services (S) Pte Ltd (EA License...,Singapore,"Overall business intelligence in Sales, MKT, Finance. Flag business sufficiency or forecast bias risks to segment based on forecast analysis of historical...",Singapore,None,None,None,Supply & Demand Planning Lead ( Regional )
4,Citi,Singapore,Close interaction with the business product manager and other internal business users covering FX trading....,Central Singapore,11065,None,44.4,JavaScript and HTML5 Senior Developer
5,Bose,Singapore,Business intelligence tools for query and reporting. The purpose of this role is to create and maintain a marketing data mart that aggregates all key data for...,Singapore,436,None,52.2,Marketing Analytics Architect
6,Digimind,Singapore,Hunger for new business sales. Proven track record in achieving targets and winning new business. Is a leading global Social Media Monitoring and Intelligence...,Singapore,4,None,51.0,Customer Success Manager
7,People Profilers,Singapore,"Design, construct, test, implement and optimize Business Analytics and Business Intelligence solutions to corporate customers....",Singapore,None,"$5,000 - $7,000 a month",None,ECM Consultant - ILOG / WEX
9,6Estates Pte Ltd,Singapore,"Building upon years of research on big data analytics from NExT, a research centre established between National University of Singapore (NUS) and Tsinghua...",Singapore,None,None,None,Data Engineer Intern
10,6Estates Pte Ltd,Singapore,"Building upon years of research on big data analytics from NExT, a research centre established between National University of Singapore (NUS) and Tsinghua...",Singapore,None,None,None,Data Analyst Intern
11,Pernod Ricard Singapore Pte Ltd,Singapore,"Business / Management, Computing / IT / Software, Marketing / PR. Internship / Contract ( Entry Level / Junior Executive )....",Orchard,297,None,52.8,E-commerce Intern
12,Space Executive,Singapore,"Engaging Business Stakeholders, collating and writing Business Requirements. Documenting future business processes....",Singapore,None,None,None,Business Analyst; Client Engagement (Banking)
3,Techcom Solutions Pte Ltd,Singapore,"A high level of intelligence; Provide technical leadership, project guidance and business development in various online technology areas....",Singapore,None,None,None,Development Operations Practice Lead (Permanent)
4,PeopleSearch,Singapore,Market Research – Gather market intelligence to become creditable business partners to our clients and candidates....,Singapore,None,None,None,"Associate, Management Consulting, Banking & Financial Services"
5,Red Fire Consulting,Singapore,Provide market intelligence information and business environment studies on the palm oil business within Pakistan....,Singapore,None,None,None,"Country Manager, Pakistan (Palm Oil Segment)"
6,Adecco Personnel,Singapore,Will be doing Microsoft Business Intelligence Server Technologies. They are currently looking for a Business Intelligence Software Engineer/ Programmer to join...,Pasir Panjang,10892,None,43.8,Business Intelligence Software Engineer (MSBI/ SQL Tech)
8,Michael Page,Singapore,"Business Intelligence Industry:. Develop and maintain co-innovative, trusted relationships with the business and senior management....",Singapore,157,None,42.0,Head of Data Science - FMCG / CPG / Retail
9,Qinnox,Singapore,"A high level of intelligence; Provide technical leadership, project guidance and business development in various online technology areas....",Singapore,None,None,None,Practice Lead ( Development & Operation)
10,Quinnox Solutions,Singapore,"A high level of intelligence; Provide technical leadership, project guidance and business development in various online technology areas....",Singapore,None,None,None,Practice Lead ( Development & Operation)
11,Robert Walters,Singapore,"You will also ensure the availability of market intelligence, identify and develop new business opportunities. Maintain and develop business segments within the...",Singapore,33,None,43.8,Key Account Manager
3,Seagate,Singapore,"Support regional business directors/ managers to build up sustainable growth business modeling, communicate pricing guidance....",Singapore,404,None,44.4,Staff Product Manager
4,Visa,Singapore,Enhance existing business intelligence techniques by promoting new methodology and best practices in business intelligence field....,Singapore,458,None,51.0,Product Analytics Manager (GBI)
5,Visa,Singapore,Good business acumen with strong ability to solve business problems through data driven quantitative methodologies....,Singapore,458,None,51.0,Product Analytics Manager
6,Citi,Singapore,"Solid working knowledge of core business functions such as quality management, data management, business intelligence, and information technology....",Central Singapore,11065,None,44.4,GCG - Regional Data Governance Officer
7,Circles.Life,Singapore,"A degree in Business, Marketing or Technology. You will be responsible for product strategy, competitive intelligence, and contribute to design/pricing of...",Singapore,None,None,None,Product Manager
8,"Alteryx, Inc.",Singapore,"Technologically savvy with experience in Business Intelligence, Strategic Analytics, Data Integration/ETL, Data Services Provider or Data Discovery...",Singapore,4,None,60.0,Sales Account Executive - APAC
9,"Alteryx, Inc.",Singapore,"Minimum of 3 years’ sales experience selling SaaS, enterprise software solutions, Business Intelligence, or Analytics software....",Singapore,4,None,60.0,SMB Sales Account Executive - APAC
11,Emerson,Singapore,Develop competitive intelligence on key competitors and their leading products. 12+ years relevant experience in industrial product marketing/ business...,Singapore,1527,None,44.4,Product Marketing Manager - Industrial APAC (PRM)
12,GECO Asia Pte Ltd,Singapore,"Principal business Consultant:. Use clients' raw marketing data and business intelligence tools such as SQL, Business Objects 4.x, SAS, Excel and PowerPoint to...",Singapore,None,None,None,Principal Consultant - Business Objects in Singapore (89824))
3,Adecco Personnel,Singapore,"Market information and other market intelligence, including adhesives, compounding and other rubber businesses in ASEAN region;...",Singapore,10892,None,43.8,Market Research Engineer - Plastics/ Chemicals
4,AppDynamics,Singapore,AppDynamics is the Application Intelligence company. Components of the engagement are delivered to meet customer’s business needs....,Singapore,9,None,43.2,Senior Consultant
5,"Alteryx, Inc.",Singapore,Strong understanding of the Business Intelligence and Advanced Analytics market space. Bachelor's degree or other significant business experience;...,Singapore,4,None,60.0,Sr. Channel Manager - APAC
6,MicroStrategy,Singapore,Experience with Business Intelligence systems a major plus. Supports off-site and/or on-site Proof-of-Concept (POC) projects and/or CDEs utilizing MicroStrategy...,Singapore,53,None,40.8,Senior Associate Sales Engineer
7,Global Financial Services Company,Singapore,"Prior work experience in business intelligence. Corporate banking business. Collection, analysis and presentation of market intelligence....",Singapore,None,None,None,Financial Management
8,Teleios SC Pte Ltd,Singapore,"Bachelor’s degree in business, engineering /equivalent. Responsible for new business development in Manufacturing field....",Singapore,None,None,None,Account Manager
12,Aryan Search Pte Ltd,Singapore,"12+ years of relevant technology architecture consulting or industry experience to include experience in Information delivery, Analytics and Business...",Singapore,None,None,None,Big Data Development Manager (Hadoop)
4,DBS Bank,Singapore,"Master’s / University degree in Business, Information Technology or related discipline. Understand & map processes to drive digitalisation using RPA, Machine...",Singapore,220,None,44.4,"VP, Senior Journey & Transformation Manager, Risk Management Group"
5,The Wealth Insider,Singapore,"Central Business District (CBD). The Wealth Insider is the world’s leading wealth intelligence for global wealth managers, investments managers, asset managers,...",Central Business District,None,None,None,Social Media Intern
6,Circus Social,Singapore,"Business / Management, Communications / Customer Service / Support, Marketing / PR. You will keep abreast of client industry developments, market trends and...",Tanjong Pagar,None,None,None,Marketing & Client Management Intern
7,Dynamic Human Capital Pte Ltd,Singapore,"Business Partner experience preferred. You will maintain an effective level of business literacy:. 12C6253 â¢ F&B / Hospitality Industryâ¢ Town areaâ¢ $5,000...",Singapore,None,None,None,HR Business Partner (Central / $5k - $6k / Hospitality Industry)
9,NBCUniversal,Singapore,"As part of our Affiliate Sales team, working within our growing TV Channels business, this is a mission-critical role to drive strategic and revenue growth...",Singapore,1333,None,51.6,"Director Affiliate Sales, VOD/SVOD"
11,Intelligence Global Search Asia,Singapore,Monitor and capture online and mobile interactions and converting them into business opportunities. Source for best eCommerce sites and mCommerce Apps to create...,Singapore,None,None,None,Digital Commerce/Social Media Channel (Manager/Senior Manager)
12,GlobalExec Logistics Consulting Group,Singapore,"Be the regional point of liaison with the Key Account on all business related matters pertaining to overall business process & implementation, including new...",Singapore,None,None,None,"Regional APAC KAM, Aerospace, FF"
3,Takeda Pharmaceutical,Singapore,"Market research, competitive intelligence) and integrate (e.g. With sales, KPIs, P&L) data critical for business growth and sustainability....",Central Singapore,452,None,51.0,"Product Manager, Specialty Care"
4,Michael Page,Singapore,Strong proficiency in Microsoft Office and ideally familiar with business intelligence tools. You will support strategic planning by providing strategy...,Singapore,157,None,42.0,Business Strategy & Commercial Planning Manager - Global Media Brand
5,Citi,Singapore,"Responsible for growing the business franchise. Strong interpersonal skills, situational awareness and emotional intelligence....",Central Singapore,11065,None,44.4,GCG - Citi Priority – Acquisitions Head
6,Stafflink Services,Singapore,"Gathering market intelligence to generate leads and garner new business growth. Identifying, developing and managing new business opportunities especially in...",Singapore,None,None,None,Business Development Executive(Up to $4K/East/Automotive/Aerospace)
7,Kerry Consulting,Singapore," Experience in process audit, predictive/prescriptive analytics and business intelligence.  Provide data analysis for internal audits, reviews and business...",Singapore,None,None,None,IT Audit Lead (IT & Data Analytics)
8,Agoda,Singapore,"Track closely performance metrics, and drivers of the business for own markets. Partner with Country Directors to set and deliver business targets in a set of...",Singapore,25,None,43.8,Market Development Manager
9,Infocomm Media Development Authority,Singapore,Experience in business/ industry development and demonstrated past experiences in forging strategic partnerships;...,Singapore,None,None,None,Assistant Director (Industry Capabilities Development
10,Amoria Bond,Singapore,"Experience as Project Manager for large enterprise-wide digital transformation projects including ERP, CRM, Business Intelligence, Infrastructure and Security....",Singapore,None,None,None,Project Manager - Digital Transformation
11,Hitachi Vantara,Singapore,"Familiarity with Advanced Analytics, Artificial Intelligence, Business Intelligence, Cloud solutions, Network Solutions, Robotics, Automation, Drones and other...",Singapore,3,None,52.8,Master Solutions Architect
12,Caproasia,Singapore,"Central Business District (CBD), Other Countries. The company have 3 core businesses in digital media, intelligence and technology....",Central Business District,None,None,None,Web Technology Intern
3,Amadeus,Singapore,Strong business case development and closing skills. Navitaire offers a full suite of proven solutions focused on revenue generation and streamlining costs in...,Singapore,113,None,51.0,Navitaire Software Senior Account Manager
4,Ambition,Singapore,"Business Registration Number:. Willing to travel according to business requirements. Our client, one of the most famous Artificial Intelligence (AI) technology...",Singapore,7,None,51.0,Technical Support Engineer
5,Michael Page,Singapore,Ensure successfully implementation of CRM and business intelligence solutions. More than 8 years of experience in CRM or business intelligence tools....,Singapore,157,None,42.0,IT Manager (CRM/Business Intelligence)
6,Ministry of Defence - DXO,Singapore,"Additionally, you champion the use of clean, trusted finance data and business intelligence capabilities to provide accurate, timely and relevant financial...",Singapore,336,None,52.2,Assistant Director (Finance System)
8,Hudson,Singapore,You will gain great visibility about the business by providing accurate key financial and business performance information to the business stakeholders to...,Singapore,156,None,42.6,FP&A Performance Management
9,Ideal Healthcare,Singapore,You’ll be working on a 2 year project to deploy an Oracle Financial based Business Intelligence solution to our Pharma clients Sales and Finance organisations...,Singapore,2,None,60.0,Deployment Project Manager
10,Robert Walters,Singapore,Review and standardise the business intelligence and reporting activities. Strong understanding of business metrics and the ability to provide business insights...,Singapore,33,None,43.8,Sales Operations Analyst
11,PeopleSearch,Singapore,"Business Development – Growing your own recruitment portfolio by identifying new clients through various engagement methods, and business meetings to establish...",Singapore,None,None,None,Executive Search Consultant – Recruitment Consultancy
4,HeadHunt,Singapore,"APAC contact for regulatory intelligence to Lonza Regulatory Affairs network; Regional, Asian-Pacific (APAC), analyzer and contributor for regulatory...",Singapore,None,None,None,"Section Manager, RA - lonza"
5,Ethos BC Global,Singapore,Identify cloud ecosystem components across a variety of vendors that align with business objectives and meet technical design requirements....,Singapore,None,None,None,Artificial Intelligence Practice Manager
6,Michael Page,Singapore,Designing and implementing analytical solutions (Data Visualisation and Business Intelligence) to help improve core business areas performance....,Singapore,157,None,42.0,Global Data Analyst & IT Audit Lead
7,Talent-Merge Pte Ltd,Singapore,Drive business activities for innovation. Manage and coordinate projects between various business units. Work closely with the directors of the company....,Singapore,None,"$4,500 - $5,500 a month",None,Innovation Manager
9,Charterhouse-SG,Singapore," Develop Business Continuity Strategy and drive the implementation of the business continuity, business recovery and crisis management framework across the...",Singapore,None,None,None,Business Continuity Manager
10,Ethos BC Global,Singapore,Serve as the clinical leader on all aspects of the physical product and competitive intelligence. Serve as clinical business partner for country and APAC...,Singapore,None,None,None,"Clinical Director, APAC"
12,Amazon Web Services Singapore Private Limited,Singapore,"You have years of experience delivering solutions across the stack of data warehousing, business intelligence, batch processing, stream processing, machine...",Singapore,18339,None,43.2,ASEAN Business Development Manager - Analytics and Big Data
3,Adecco Personnel,Singapore,R1657047 Data analysis and data mining Provide business insight and business intelligence Market strategies and priorities....,Singapore,10892,None,43.8,Data Analyst [Japanese speaking]
4,ACI HR Solutions,Singapore,"Develop and report new potential market segment, while collect and update market intelligence on an ongoing basis....",Singapore,None,None,None,"Assistant Manager / Manager, Business Development (Casino Marketing)"
5,Robert Walters,Singapore,This is a great opportunity for the Manager (Middle Office Reporting) to contribute towards the MO - reporting team striving to be highly competent in the space...,Singapore,33,None,43.8,Manager (Middle Office Reporting)
6,Infront Sports & Media,Singapore,"Advanced education (university degree in business administration, communications and/or sales/marketing)....",Singapore,3,None,52.8,"FIBA Marketing, Head of Sales, APAC"
7,Manpower,Singapore,Account Intelligence Review. Drives Business in the Account Base. Responsible for developing potential in our export sales customer base covering:....,Central Business District,11206,None,44.4,"Account Management Executive ($4000 + Com, 18 days AL)"
8,Kerry Consulting,Singapore, Implement new Business Intelligence reporitng tools to improve standardization of reporting and forecasting....,Singapore,None,None,None,Regional FP&A Manager
9,Nigel Frank International Limited,Singapore,"Proven track record in managing business aplication system (ERP/Microsft Dynamics AX exposure, WMS/Warehouse Management System, BI/Business Intelligence, POS)....",Singapore,36,None,39.0,IT Manager
12,Hays,Singapore,"Design, development and implementation of an overarching business intelligence solution. Interaction with customers and business stakeholders to understand...",Singapore,466,None,42.6,Business Intelligence Lead
3,Cogs Agency,Singapore,"Reporting into Head of BI at headquarters, we are looking for a Business Intelligence Manager to front its APAC operations from Singapore....",Singapore,4,None,60.0,"BI Manager, Ecommerce"
4,Aryan Search Pte Ltd,Singapore,Bachelor’s degree in the field of Business. We are currently looking for a Application Project Manager for a permanent & stable opportunity with one of the...,Singapore,None,None,None,Application Project Manager
5,MicroStrategy,Singapore,Experience with Business Intelligence systems a major plus. Ability to translate technical advantages into business benefits....,Singapore,53,None,40.8,Sales Engineer
6,Citi,Singapore,"Broad knowledge of business processes including business operations, information technology, security, fraud investigations, and intelligence production....",Central Singapore,11065,None,44.4,GF - Information Security (Advanced Adversary – Forensics)
7,Carter Murray,Singapore,"A global leader in IT software, consulting, technology focused on Business Intelligence solutions. As part of the exciting growth they are going through, they...",Singapore,None,None,None,Account Manager
8,CA Search,Singapore,Provide subject matter expertise for multiple lines of business and recommend innovative and appropriate plans and alternatives to meet their changing business...,Singapore,None,None,None,Pre-Sales Director / Senior Director
9,Aryan Search Pte Ltd,Singapore,"Detailed understanding of data warehouse, business intelligence and IT systems. Business stakeholders management....",Singapore,None,None,None,Release Manager / Release Coordinator
10,Kantar,Singapore,"Help to draft business pitches/ proposals with senior team members. At the heart of WPP, our global team of 30,000 people in more 100 countries delivers...",Newton,41,None,42.0,Market Research Intern
11,Twitter,Singapore,"Lead and provide guidance to Regional Intelligence Analysts; Knowledge and experience in emergency/crisis & disaster management, physical security, risk...",Singapore,44,None,44.4,"Senior Manager, Corporate Security, APAC"
12,RGF,Singapore,"Our client is a Japanese business technology company that provides core services in the areas of Cloud Computing Services, Innovation and Creative Ideas...",Singapore,6,None,40.8,"Sales Assistant, IT Consulting/SI"
3,Charterhouse-SG,Singapore," Intelligence gathering.  Degree in Business, Accounting/Finance or Engineering with working experience in regional business functions....",Singapore,None,None,None,"Senior Manager, Business Management"
4,Xpand Group,Singapore,Conducting competitive intelligence analyses. Our client is a technology company that provides artificial intelligence platform to over 500 top tier businesses...,Singapore,None,None,None,"Product Marketing Manager, JAPAC"
5,Ingram Micro,Singapore,"Identify New Business Opportunities. Diploma/Degree in Business/ Marketing/IT or an equivalent discipline. Gathering of market intelligence on new products,...",Singapore,1040,None,43.8,Product Manager
6,Citi,Singapore,Provide market intelligence regarding hiring trends as well as research competitive markets and peer organizations....,Central Singapore,11065,None,44.4,GF - Recruiting Manager
7,Adecco Personnel,Singapore,Gather and present Business Intelligence prior to your member interactions to increase member value. Have a genuine interest in business and are intellectually...,Orchard,10892,None,43.8,Account Management Specialist up to $4200/month (MNC/Central)
8,Red The Consultancy,Singapore,"Responsible for supporting the business development process, as well as maintaining and developing business contacts....",Singapore,None,None,None,Commercial Business Development Manager - LNG
9,Accenture,Singapore,"Identify/evaluate complex business and technology risks. All of our consulting professionals receive comprehensive training covering business acumen, technical...",Singapore,11394,None,51.0,Cybersecurity Consultant / Manager
10,Accenture,Singapore,"All of our consulting professionals receive comprehensive training covering business acumen, technical and professional skills development....",Singapore,11394,None,51.0,Identity Access Management Consultant / Manager
11,SAP,Singapore,"Understand business processes which create and consume data so as to be able to select best approaches, evaluate their performance, and assess business...",Singapore,897,None,52.8,"Full Stack Developer , SAP Singapore"
12,Caproasia,Singapore,"Central Business District (CBD). The company have 3 core businesses in digital media, intelligence and technology....",Central Business District,None,None,None,Content Development Intern
0,Accenture,Singapore,"Minimum 4 years of experience in Business Intelligence consulting. E.g.Big Data – Hadoop, Hive, Map Reduce, Traditional BI – SAP Business Objects, IBM Cognos,...
read more",Singapore,11394,None,51.0,Analytics Consultant
1,Rolls-Royce,Singapore,"The Computational Engineering (CE) group in the Rolls-Royce Singapore Applied Technology Group (ATG) is looking for individuals who are keen to push the...
read more",Singapore,739,None,51.6,Computational Engineering Technologist
2,Faststream Recruitment,Singapore,"Due to business expansion plans, they are looking for 2 Ship Brokers (Dry Bulk) to join a dynamic team in their Singapore office....
read more",Singapore,None,None,None,Ship Brokers (Dry Bulk)
3,Carter Murray,Singapore,"A global leader in IT software, consulting, technology focused on Business Intelligence solutions. As part of the exciting growth they are going through, they... read more",Singapore,None,None,None,Account Manager
4,MarkLogic,Singapore,"Bachelor’s Degree in Computer Science, Engineering, Business, or similar 10+ years’ relevant experience within a technical and pre-sales capacity Proven... read more",Singapore,7,None,44.4,"Director, Sales Engineering APAC"
5,Aryan Search Pte Ltd,Singapore,"Detailed understanding of data warehouse, business intelligence and IT systems. Business stakeholders management.... read more",Singapore,None,None,None,Release Manager / Release Coordinator
6,CA Search,Singapore,Provide subject matter expertise for multiple lines of business and recommend innovative and appropriate plans and alternatives to meet their changing business... read more,Singapore,None,None,None,Pre-Sales Director / Senior Director
7,Conviva,Singapore,"Understand each target customer’s business model, map their organization and identify how their unique business and/or technology needs can benefit from Conviva... read more",Singapore,5,None,40.2,Sales Director
8,Lynk,Singapore,Emotional intelligence and a penchant for connecting people. By leveraging proprietary technology and employing high-calibre people from a diverse range of... read more,Singapore,None,None,None,"Associate, Client Solutions – Japanese Speaking"
9,SAP,Singapore,"Fluent, Business Level. Facilitate sessions for customer business units to align on a) definitions b) cross business unit project dependencies and execution... read more",Singapore,897,None,52.8,Solution Advisor Expert
10,AllianceData,Singapore,"Epsilon is the global leader in creating customer connections that build brand and business equity. Together, we bring personalized marketing to consumers... read more",Singapore,11,None,40.2,"Solutions Architect, Sr"
11,RGF,Singapore,"Our client is a Japanese business technology company that provides core services in the areas of Cloud Computing Services, Innovation and Creative Ideas... read more",Singapore,6,None,40.8,"Sales Assistant, IT Consulting/SI"
12,Charterhouse-SG,Singapore," Intelligence gathering.  Degree in Business, Accounting/Finance or Engineering with working experience in regional business functions.... read more",Singapore,None,None,None,"Senior Manager, Business Management"
3,Cargill,Singapore,"Provide consultation and recommendations for business capabilities, business process design, business intelligence design, software development design...",Singapore,1826,None,43.8,Regional Technical Architect
4,Adecco Personnel,Singapore,Gather and present Business Intelligence prior to your member interactions to increase member value. R1332974 Business Development Account Managing Sales....,Orchard,10892,None,43.8,Senior Business Development Executive up to $4200/month
8,S&P Global,Singapore,"BA/BS in Business, finance, history , geography, English or economics; You make better informed trading and business decisions with confidence....",Singapore,36,None,43.8,"Managing Analyst, Maritime (S&P Global Platts)"
10,SevOne,Singapore,"Innovative business and technical problem solver. Features, futures, issues, success stories, and competitive field intelligence....",Singapore,11,None,42.6,APJ Solution Architect
11,S&P Global,Singapore,The Team/The Business:. You make better informed trading and business decisions with conviction. Commodity Associates will be involved in gathering data and...,Singapore,36,None,43.8,S&P Global Platts 2018 Commodity Associate Program - Singapore
12,SAP,Singapore,"The Senior Solution Sales Executive will develop an opportunity plan containing the value proposition for all of SAP's targeted line of business solutions (CRM,...",Singapore,897,None,52.8,Senior Solution Sales Executive
3,DELL,Singapore,Streamlines processes and develops best practices around business intelligence and management. Documents business case analysis and translates business...,Central Singapore,5905,None,51.0,"Advisor , Sales Operations - CPSD"
5,Singapore Telecommunications Ltd,Singapore,"You are an experienced Data developer / Software Engineer with minimum of 5 years experience in Business Intelligence (BI) and data development, Big Data...",Singapore,13,None,42.6,Senior Data DevOps
7,Isentia Brandtology Pte Ltd,Singapore,Isentia is the Asia-Pacific region's leading media intelligence company. A diploma or bachelor’s degree in business (preferably in research and communications)...,Singapore,None,None,None,Production and Research Team Intern
8,Netflix,Singapore,"Has a quick intelligence, is fast on the feet and quickly responds to issues and questions. With great original content like 13 Reasons Why, Marvel’ The...",Singapore,326,None,43.8,"Publicity Manager, Philippines"
9,MarkLogic,Singapore,"Bachelor’s Degree in Computer Science, Engineering, Business, or similar 10+ years’ relevant experience within a technical and pre-sales capacity Proven...",Singapore,7,None,44.4,"Director, Sales Engineering APAC"
10,Conviva,Singapore,"Understand each target customer’s business model, map their organization and identify how their unique business and/or technology needs can benefit from Conviva...",Singapore,5,None,40.2,Sales Director
11,Lynk,Singapore,Emotional intelligence and a penchant for connecting people. By leveraging proprietary technology and employing high-calibre people from a diverse range of...,Singapore,None,None,None,"Associate, Client Solutions – Japanese Speaking"
3,International Ship Owner,Singapore,Have working knowledge of Business Intelligence tools. Leveraging from the utilisation of Business Intelligence tools to provide commercial insights / analysis....,Singapore,None,None,None,"Manager, Financial Planning and Analysis"
4,I Plus Q,Singapore,"Degree in Business or Supply Chain. Be the eyes and ears on market intelligence. Our client, a US-based Fortune 500 Electronics Contract Manufacturer (EMS),...",Singapore,None,None,None,Regional Supply Chain Manager
8,CA Search,Singapore,"Full responsibility for the new business sales cycle, which includes effective management and development of a new business pipeline through to securing new...",Singapore,None,None,None,Regional Business Development Director
9,Kerry Consulting,Singapore," Overall business intelligence in Sales, marketing, Finance and business operations. Leading brand owned by Berkshire Hathaway....",Singapore,None,None,None,Supply Chain Manager
12,Career Hub,Singapore,Bring field intelligence to define brand-specific programmes with marketing and commercial departments. Develop and implement marketing strategies to contribute...,Central Singapore,None,None,None,PR & Trade Marketing Manager
3,JobsConnect,Singapore,Gather market intelligence data. Minimum Degree preferably in the Engineering / Marketing / Business Discipline....,Singapore,None,"$2,800 - $5,000 a month",None,Account manager / Salary up to $5K + Attractive Comm
5,Robert Bosch (SEA) Pte Ltd,Singapore,The Intern will be working in the Marketing Intelligence and Data Management team with below basic and strategic functions:....,Bishan New Town,2413,None,52.2,"Intern, Data Management (Marketing) Automotive Aftermarket Asia Pacific"
6,Page Personnel,Singapore,A high level of emotional and cross-cultural intelligence. Other administrative and operational duties aligned with a start-up business....,Singapore,85,None,39.0,Accounts Manager- Ecommerce
11,Capita Staffing & Search,Singapore,Able to gather BI requirements with business stakeholders and determine business needs accurately. Work with business stakeholders to ensure effective testing...,Singapore,None,None,None,SAP BI Consultant (BW/BO - North)
12,Hudson,Singapore,Share best practices & market trends / market intelligence with hiring managers business. Building strong relations with business stakeholders....,Singapore,156,None,42.6,Recruiter
3,CLSA Singapore Pte Ltd,Singapore,"Central Business District (CBD), Raffles Place / Cityhall. Renowned for service excellence, product innovation and award-winning market intelligence, CLSA has...",Raffles,None,None,None,Research Intern
4,Singtel,Singapore,"A high level of intelligence; Provide technical leadership, project guidance and business development in various online technology areas....",Singapore,152,None,43.8,Development Operations Practice Lead
5,INBI (International Business Intelligence) Singapo...,Singapore,"INBI (International Business Intelligence) is in the business of Corporate Trainings & Conferences, operating in the B2B (business-to-business) environment and...",Marina Bay,None,None,None,Regional Corporate Sales Executives
6,MuleSoft,Singapore,"The ideal candidate will possess the intelligence and aptitude to position the benefits of enterprise integration software, as well as the strategic thinking to...",Singapore,11,None,42.0,"Enterprise Account Executive, South East Asia"
7,S&P Global,Singapore,"You make better informed trading and business decisions with confidence. SPGI), which provides essential intelligence for individuals, companies and governments...",Singapore,36,None,43.8,Price Operations Specialist (S&P Global Platts)
8,DN & Associates Executive Search,Singapore,"Working knowledge of Business Intelligence System. Monthly Business Review Meeting Support. Finance Lead for Financial systems Business Object, TM1 and Hyperion...",Singapore,None,None,None,Financial Analyst
9,American Express,Singapore,InAuth is the leading digital device intelligence company for a mobile-first world. Prospect for new business through cold calling and networking to obtain new...,Singapore,4459,None,52.2,Senior Sales Manager - InAuth
10,Fairmont Singapore & Swissôtel The Stamford,Singapore,"Responsibilities include quoting rates and negotiate group rooms contracts within established parameters, keeping accurate records of potential customers and...",Singapore,400,None,52.8,"Senior/Sales Manager, MICE"
11,PeopleSearch,Singapore,To gather BI requirements with business stakeholders and determine business needs accurately. Maintain an on-going professional development in analytics and BI...,Singapore,None,None,None,SAP BI/BW consultant (Global Project)
12,Sciente International Pte Ltd,Singapore,"Proficient in Java, JavaScript frameworks, HTML5, .NET, User Interface(UI), Application Programming Interface (API), Enterprise Service Bus (ESB),Business...",Singapore,None,None,None,Application Architect
3,Michael Page,Singapore,"Business Services Location:. Build market intelligence in products (competitors analysis, market trends, pricing strategy)....",Singapore,157,None,42.0,Business Development Manager - Flooring
4,Ultimate Asset,Singapore,You will be the Technical point of contact during the Pre and Post Sales lifecycle of the business. A leading Audience Data & Brand Intelligence platform is...,Singapore,None,None,None,Adtech Sales Engineer
5,Digimind,Singapore,Nos technologies de Social Media monitoring et de business intelligence leur permettent de s’adapter à un monde en perpétuel mouvement....,Singapore,4,None,51.0,Business Development Representative
6,Accenture,Singapore,Business Intelligence and reporting software experience (e.g. Use case and business case development. All of our consulting professionals receive comprehensive...,Singapore,11394,None,51.0,Big Data Senior Manager
7,Robert Walters,Singapore,Your main responsibility is to manage cyber security incidents on behalf of the bank and be a dedicated resource for threat intelligence and threat hunting....,Singapore,33,None,43.8,Security Operations Defense Analyst
8,Taiger,Singapore,"Strong business acumen and excellent organizational, analytical, and influencing skills. Maintain backlog of requirements and communicate with business groups...",Singapore,None,None,None,Technical Sales Manager
9,SAS Institute,Singapore,Development of strategic business planning and assessment models. This role represents an exciting opportunity for a talented marketing & technology leader to...,Singapore,95,None,51.0,"Sr Manager, Customer Intelligence Consulting"
